,User ID,Country,City,Street,Day,Sex,Product,Quantity
37644,37645,USA,Toronto,Elm St,13,Male,Date,2
37645,37646,Canada,Toronto,Main St,29,Female,Grape,2
37646,37647,Mexico,Toronto,Main St,3,Female,Grape,3
37647,37648,Canada,Toronto,Main St,9,Female,Apple,1
37648,37649,Canada,Toronto,Main St,25,Female,Banana,1
37649,37650,Canada,Mexico City,Main St,5,Male,Cherry,2
37650,37651,Mexico,Mexico City,Elm St,27,Female,Honeydew,5
37651,37652,USA,Mexico City,Elm St,7,Female,Apple,2
37652,37653,Canada,Toronto,Elm St,17,Female,Date,7
37653,37654,Canada,Mexico City,Main St,6,Female,Honeydew,5
37654,37655,Canada,Toronto,Main St,13,Male,Cherry,7
37655,37656,Mexico,New York,Oak St,25,Female,Honeydew,2
37656,37657,Mexico,Toronto,Main St,19,Male,Apple,6
37657,37658,Mexico,Toronto,Elm St,19,Female,Banana,3
37658,37659,USA,New York,Elm St,8,Female,Elderberry,2
37659,37660,Canada,New York,Main St,2,Female,Lemon,3
37660,37661,Canada,Toronto,Elm St,19,Male,Kiwi,2
37661,37662,USA,Mexico City,Elm St,9,Male,Grape,7
37662,37663,Mexico,New York,Oak St,18,Male,Lemon,2
37663,37664,Mexico,New York,Elm St,22,Male,Apple,1
37664,37665,Mexico,Mexico City,Main St,24,Male,Elderberry,8
37665,37666,USA,New York,Elm St,24,Female,Apple,3
37666,37667,Canada,Mexico City,Elm St,9,Female,Grape,5
37667,37668,USA,New York,Main St,10,Male,Grape,4
37668,37669,Canada,Toronto,Elm St,23,Female,Date,6
37669,37670,Canada,Toronto,Elm St,13,Female,Date,2
37670,37671,Mexico,New York,Elm St,7,Male,Grape,6
37671,37672,Mexico,New York,Main St,19,Male,Cherry,6
37672,37673,Mexico,Toronto,Elm St,11,Male,Kiwi,2
37673,37674,Canada,New York,Oak St,4,Male,Kiwi,5
37674,37675,USA,New York,Oak St,29,Male,Lemon,8
37675,37676,Mexico,New York,Oak St,17,Male,Elderberry,1
37676,37677,Mexico,New York,Elm St,28,Male,Fig,3
37677,37678,Mexico,Toronto,Elm St,11,Male,Elderberry,4
37678,37679,Mexico,Mexico City,Main St,7,Female,Date,1
37679,37680,USA,Toronto,Main St,5,Male,Grape,6
37680,37681,Canada,Toronto,Oak St,28,Male,Lemon,6
37681,37682,Mexico,Toronto,Elm St,26,Male,Cherry,3
37682,37683,USA,New York,Main St,24,Male,Elderberry,8
37683,37684,Canada,Toronto,Oak St,3,Male,Apple,7
37684,37685,Canada,Mexico City,Oak St,1,Female,Apple,9
37685,37686,USA,New York,Oak St,30,Female,Elderberry,3
37686,37687,Mexico,New York,Main St,2,Male,Date,2
37687,37688,USA,Toronto,Elm St,18,Male,Banana,9
37688,37689,Mexico,New York,Oak St,3,Female,Banana,6
37689,37690,Mexico,New York,Main St,29,Male,Elderberry,5
37690,37691,Canada,Mexico City,Main St,20,Male,Fig,3
37691,37692,Canada,New York,Elm St,8,Female,Fig,2
37692,37693,Mexico,Toronto,Elm St,22,Male,Fig,5
37693,37694,Mexico,Toronto,Oak St,20,Male,Kiwi,9
37694,37695,Canada,Toronto,Elm St,9,Male,Elderberry,4
37695,37696,Canada,New York,Main St,27,Male,Date,9
37696,37697,USA,Mexico City,Main St,27,Female,Honeydew,6
37697,37698,Canada,New York,Oak St,25,Female,Cherry,5
37698,37699,USA,New York,Oak St,30,Female,Date,9
37699,37700,Canada,Toronto,Main St,5,Male,Fig,1
37700,37701,USA,Mexico City,Main St,23,Male,Cherry,7
37701,37702,USA,Mexico City,Oak St,1,Male,Kiwi,2
37702,37703,Canada,Mexico City,Main St,30,Female,Elderberry,6
37703,37704,Mexico,New York,Elm St,19,Male,Kiwi,6
37704,37705,Mexico,New York,Main St,3,Female,Kiwi,3
37705,37706,USA,New York,Oak St,24,Female,Date,1
37706,37707,USA,Mexico City,Main St,27,Male,Cherry,5
37707,37708,USA,Mexico City,Elm St,17,Male,Elderberry,6
37708,37709,Canada,Mexico City,Oak St,30,Male,Honeydew,4
37709,37710,USA,New York,Elm St,30,Male,Grape,1
37710,37711,Mexico,Mexico City,Oak St,23,Female,Honeydew,8
37711,37712,USA,New York,Elm St,2,Male,Elderberry,3
37712,37713,Canada,Mexico City,Elm St,19,Male,Fig,9
37713,37714,Canada,New York,Elm St,29,Male,Kiwi,1
37714,37715,Mexico,Toronto,Oak St,30,Male,Grape,6
37715,37716,USA,Mexico City,Elm St,18,Female,Cherry,8
37716,37717,USA,Toronto,Elm St,9,Female,Fig,2
37717,37718,USA,New York,Oak St,16,Male,Elderberry,6
37718,37719,Canada,Mexico City,Main St,20,Female,Fig,1
37719,37720,Mexico,New York,Oak St,9,Female,Apple,2
37720,37721,USA,Mexico City,Oak St,18,Female,Honeydew,7
37721,37722,Mexico,Mexico City,Elm St,30,Female,Honeydew,7
37722,37723,USA,Mexico City,Elm St,30,Male,Lemon,2
37723,37724,USA,New York,Main St,17,Female,Apple,5
37724,37725,Canada,Mexico City,Main St,1,Male,Grape,4
37725,37726,Mexico,Toronto,Oak St,18,Male,Banana,8
37726,37727,Canada,Mexico City,Oak St,28,Male,Kiwi,1
37727,37728,Canada,Mexico City,Oak St,24,Male,Date,5
37728,37729,Mexico,Toronto,Elm St,11,Female,Kiwi,1
37729,37730,Mexico,Toronto,Elm St,6,Male,Banana,4
37730,37731,USA,Mexico City,Elm St,1,Male,Apple,7
37731,37732,Mexico,Toronto,Oak St,1,Female,Apple,8
37732,37733,Canada,Toronto,Oak St,22,Female,Grape,6
37733,37734,USA,Mexico City,Oak St,30,Female,Fig,5
37734,37735,Canada,Toronto,Main St,10,Male,Cherry,8
37735,37736,USA,Toronto,Elm St,11,Female,Honeydew,4
37736,37737,USA,Mexico City,Elm St,23,Male,Cherry,3
37737,37738,USA,Toronto,Oak St,6,Male,Cherry,6
37738,37739,Canada,Toronto,Elm St,7,Female,Fig,3
37739,37740,USA,Toronto,Elm St,4,Male,Apple,7
37740,37741,USA,Toronto,Oak St,15,Male,Grape,3
37741,37742,Mexico,Toronto,Main St,28,Male,Lemon,6
37742,37743,USA,Toronto,Main St,17,Female,Elderberry,8
37743,37744,Canada,Toronto,Elm St,12,Male,Elderberry,7
37744,37745,USA,Mexico City,Elm St,30,Female,Honeydew,6
37745,37746,Mexico,New York,Elm St,23,Male,Banana,6
37746,37747,Mexico,New York,Main St,28,Female,Honeydew,4
37747,37748,USA,Mexico City,Oak St,19,Male,Elderberry,2
37748,37749,USA,Mexico City,Elm St,26,Female,Banana,6
37749,37750,USA,Mexico City,Elm St,6,Female,Date,7
37750,37751,Mexico,New York,Oak St,19,Female,Fig,8
37751,37752,Mexico,New York,Main St,24,Male,Honeydew,9
37752,37753,USA,Mexico City,Main St,21,Male,Honeydew,1
37753,37754,USA,Toronto,Elm St,25,Male,Honeydew,4
37754,37755,USA,New York,Main St,5,Female,Date,7
37755,37756,USA,Toronto,Elm St,6,Female,Banana,9
37756,37757,Mexico,Toronto,Oak St,26,Male,Date,8
37757,37758,Canada,Mexico City,Main St,26,Female,Honeydew,8
37758,37759,USA,Mexico City,Oak St,29,Female,Elderberry,6
37759,37760,Canada,Mexico City,Elm St,24,Male,Apple,4
37760,37761,USA,New York,Elm St,23,Female,Grape,2
37761,37762,USA,Toronto,Main St,8,Female,Cherry,2
37762,37763,Canada,Mexico City,Main St,19,Female,Kiwi,6
37763,37764,USA,Mexico City,Main St,24,Male,Apple,3
37764,37765,Canada,Toronto,Oak St,2,Male,Grape,2
37765,37766,Canada,New York,Oak St,1,Female,Date,6
37766,37767,Mexico,Mexico City,Main St,20,Female,Date,1
37767,37768,Canada,Mexico City,Oak St,14,Male,Banana,1
37768,37769,USA,Toronto,Main St,14,Female,Lemon,2
37769,37770,Canada,Mexico City,Elm St,10,Male,Honeydew,4
37770,37771,Mexico,Toronto,Main St,14,Male,Honeydew,9
37771,37772,Canada,New York,Main St,3,Male,Lemon,8
37772,37773,USA,New York,Main St,11,Male,Date,2
37773,37774,USA,New York,Elm St,4,Female,Lemon,8
37774,37775,USA,Mexico City,Elm St,18,Male,Kiwi,1
37775,37776,USA,Mexico City,Elm St,12,Male,Cherry,7
37776,37777,Canada,Mexico City,Elm St,4,Female,Date,5
37777,37778,USA,New York,Elm St,16,Female,Cherry,9
37778,37779,Mexico,Mexico City,Main St,12,Female,Apple,4
37779,37780,Mexico,Mexico City,Main St,3,Female,Fig,6
37780,37781,USA,Toronto,Main St,11,Male,Banana,8
37781,37782,Canada,New York,Main St,8,Male,Apple,7
37782,37783,Canada,Mexico City,Main St,10,Female,Kiwi,2
37783,37784,Canada,Toronto,Elm St,21,Male,Fig,1
37784,37785,Mexico,New York,Main St,15,Female,Apple,3
37785,37786,USA,New York,Main St,11,Female,Apple,5
37786,37787,Canada,Toronto,Main St,20,Female,Apple,9
37787,37788,Canada,Toronto,Elm St,13,Male,Fig,5
37788,37789,Mexico,New York,Main St,14,Female,Elderberry,2
37789,37790,Mexico,Mexico City,Elm St,18,Male,Grape,5
37790,37791,USA,Mexico City,Main St,1,Male,Apple,3
37791,37792,Canada,Toronto,Oak St,10,Female,Banana,3
37792,37793,USA,Mexico City,Oak St,29,Male,Grape,6
37793,37794,Canada,Toronto,Main St,22,Male,Banana,8
37794,37795,Mexico,Mexico City,Oak St,3,Female,Date,6
37795,37796,USA,New York,Oak St,13,Female,Elderberry,9
37796,37797,Canada,New York,Main St,6,Male,Honeydew,3
37797,37798,Canada,New York,Oak St,20,Male,Elderberry,8
37798,37799,USA,Mexico City,Elm St,15,Male,Lemon,3
37799,37800,Mexico,Toronto,Elm St,30,Male,Honeydew,2
37800,37801,Mexico,Mexico City,Elm St,7,Female,Grape,1
37801,37802,Canada,Mexico City,Oak St,26,Male,Banana,6
37802,37803,Canada,Toronto,Oak St,28,Male,Lemon,6
37803,37804,Canada,Toronto,Oak St,19,Female,Cherry,1
37804,37805,Canada,New York,Main St,23,Female,Honeydew,4
37805,37806,Canada,Mexico City,Main St,21,Female,Grape,7
37806,37807,USA,Toronto,Main St,22,Male,Banana,8
37807,37808,USA,Toronto,Main St,5,Female,Lemon,4
37808,37809,USA,New York,Main St,3,Female,Honeydew,8
37809,37810,USA,New York,Main St,15,Male,Apple,8
37810,37811,USA,Toronto,Oak St,22,Male,Lemon,1
37811,37812,USA,Mexico City,Main St,13,Male,Elderberry,6
37812,37813,USA,Toronto,Elm St,3,Male,Cherry,6
37813,37814,Mexico,Mexico City,Oak St,22,Female,Fig,7
37814,37815,Canada,New York,Main St,29,Female,Lemon,2
37815,37816,Canada,Mexico City,Oak St,7,Female,Kiwi,8
37816,37817,Canada,New York,Main St,7,Female,Grape,2
37817,37818,USA,Toronto,Main St,1,Female,Apple,1
37818,37819,Canada,Toronto,Oak St,9,Male,Date,8
37819,37820,Canada,New York,Oak St,4,Female,Fig,3
37820,37821,USA,Toronto,Main St,16,Female,Cherry,2
37821,37822,Mexico,Toronto,Oak St,20,Female,Banana,8
37822,37823,Canada,New York,Oak St,10,Female,Cherry,3
37823,37824,USA,New York,Oak St,11,Male,Kiwi,7
37824,37825,Mexico,Toronto,Elm St,29,Female,Apple,2
37825,37826,Mexico,Mexico City,Elm St,26,Male,Fig,8
37826,37827,Mexico,Toronto,Oak St,28,Female,Elderberry,1
37827,37828,Canada,Toronto,Main St,25,Female,Banana,6
37828,37829,Canada,Mexico City,Elm St,26,Female,Grape,4
37829,37830,Mexico,New York,Oak St,26,Male,Elderberry,1
37830,37831,USA,Mexico City,Oak St,16,Female,Date,4
37831,37832,Canada,Toronto,Main St,18,Male,Lemon,6
37832,37833,Mexico,Toronto,Elm St,14,Male,Cherry,2
37833,37834,Canada,Toronto,Oak St,18,Female,Honeydew,2
37834,37835,Mexico,Mexico City,Oak St,5,Female,Grape,6
37835,37836,Mexico,Toronto,Main St,11,Female,Grape,2
37836,37837,Canada,Toronto,Elm St,10,Female,Elderberry,9
37837,37838,Mexico,Mexico City,Elm St,6,Female,Honeydew,2
37838,37839,USA,New York,Elm St,30,Female,Lemon,4
37839,37840,Mexico,Mexico City,Elm St,15,Male,Date,9
37840,37841,Mexico,Mexico City,Main St,19,Male,Date,6
37841,37842,USA,New York,Oak St,14,Female,Grape,7
37842,37843,Mexico,New York,Oak St,25,Male,Grape,3
37843,37844,Canada,Mexico City,Oak St,24,Male,Kiwi,4
37844,37845,USA,Mexico City,Main St,29,Female,Lemon,6
37845,37846,USA,Mexico City,Elm St,1,Female,Grape,1
37846,37847,Mexico,New York,Oak St,7,Male,Lemon,3
37847,37848,USA,Toronto,Main St,26,Female,Date,5
37848,37849,USA,New York,Oak St,9,Female,Apple,9
37849,37850,Canada,Mexico City,Main St,7,Female,Honeydew,9
37850,37851,USA,Mexico City,Elm St,19,Female,Elderberry,5
37851,37852,Canada,Mexico City,Oak St,20,Female,Lemon,3
37852,37853,USA,Mexico City,Elm St,19,Female,Lemon,6
37853,37854,Mexico,New York,Main St,11,Female,Banana,5
37854,37855,Canada,Toronto,Main St,15,Male,Grape,5
37855,37856,Mexico,Toronto,Oak St,20,Female,Apple,6
37856,37857,Mexico,Toronto,Main St,1,Male,Lemon,5
37857,37858,USA,New York,Main St,22,Female,Kiwi,7
37858,37859,Mexico,Mexico City,Main St,22,Female,Cherry,6
37859,37860,Mexico,Mexico City,Main St,23,Female,Banana,1
37860,37861,Canada,Toronto,Elm St,7,Male,Grape,5
37861,37862,Canada,Toronto,Oak St,5,Male,Cherry,1
37862,37863,USA,New York,Elm St,19,Male,Honeydew,1
37863,37864,Canada,Toronto,Elm St,29,Male,Apple,5
37864,37865,Canada,Toronto,Oak St,9,Female,Date,3
37865,37866,Mexico,New York,Oak St,23,Male,Honeydew,4
37866,37867,Mexico,Mexico City,Elm St,5,Female,Lemon,6
37867,37868,Mexico,Mexico City,Main St,22,Male,Apple,1
37868,37869,USA,New York,Oak St,6,Female,Date,5
37869,37870,USA,New York,Oak St,6,Male,Banana,7
37870,37871,Mexico,Toronto,Elm St,28,Male,Banana,2
37871,37872,Mexico,New York,Main St,26,Male,Grape,8
37872,37873,Mexico,Mexico City,Elm St,20,Female,Elderberry,3
37873,37874,Mexico,New York,Oak St,9,Female,Elderberry,1
37874,37875,USA,Mexico City,Elm St,19,Female,Elderberry,9
37875,37876,USA,New York,Main St,27,Male,Date,9
37876,37877,Mexico,New York,Main St,21,Male,Cherry,1
37877,37878,Mexico,Toronto,Oak St,17,Male,Apple,6
37878,37879,Canada,New York,Main St,20,Female,Fig,5
37879,37880,Mexico,New York,Elm St,3,Female,Grape,8
37880,37881,Mexico,Toronto,Elm St,29,Male,Elderberry,8
37881,37882,Canada,Mexico City,Main St,3,Female,Apple,3
37882,37883,USA,New York,Main St,6,Female,Apple,8
37883,37884,USA,New York,Elm St,29,Female,Honeydew,1
37884,37885,USA,Mexico City,Main St,29,Female,Cherry,4
37885,37886,Canada,Toronto,Oak St,16,Female,Apple,7
37886,37887,Canada,New York,Main St,18,Female,Grape,3
37887,37888,Canada,Toronto,Elm St,23,Female,Elderberry,8
37888,37889,Mexico,Toronto,Elm St,14,Female,Honeydew,7
37889,37890,USA,New York,Elm St,4,Female,Lemon,7
37890,37891,USA,Toronto,Main St,20,Female,Elderberry,5
37891,37892,Mexico,Mexico City,Oak St,1,Male,Grape,1
37892,37893,Mexico,New York,Main St,4,Male,Date,8
37893,37894,USA,Toronto,Main St,29,Female,Honeydew,2
37894,37895,Mexico,Toronto,Oak St,12,Male,Kiwi,7
37895,37896,USA,Toronto,Oak St,24,Male,Banana,2
37896,37897,Canada,New York,Elm St,19,Female,Grape,9
37897,37898,USA,Mexico City,Main St,18,Female,Honeydew,5
37898,37899,Canada,New York,Main St,20,Male,Date,2
37899,37900,Mexico,Mexico City,Main St,2,Female,Apple,5
37900,37901,USA,New York,Oak St,24,Male,Cherry,6
37901,37902,USA,New York,Elm St,28,Female,Apple,8
37902,37903,Canada,New York,Main St,20,Male,Honeydew,9
37903,37904,USA,Toronto,Elm St,17,Female,Cherry,4
37904,37905,Mexico,Mexico City,Oak St,4,Female,Kiwi,1
37905,37906,Canada,Toronto,Main St,3,Female,Kiwi,6
37906,37907,USA,New York,Main St,2,Male,Elderberry,7
37907,37908,USA,Mexico City,Elm St,30,Male,Grape,7
37908,37909,Canada,Toronto,Main St,2,Female,Lemon,8
37909,37910,Mexico,Mexico City,Main St,15,Female,Cherry,1
37910,37911,USA,Mexico City,Main St,16,Male,Fig,9
37911,37912,Canada,New York,Oak St,22,Male,Lemon,9
37912,37913,USA,New York,Elm St,7,Male,Date,6
37913,37914,Mexico,Mexico City,Elm St,7,Male,Kiwi,2
37914,37915,Mexico,Mexico City,Elm St,11,Female,Grape,9
37915,37916,Mexico,New York,Elm St,18,Male,Kiwi,7
37916,37917,Canada,Toronto,Elm St,21,Female,Date,7
37917,37918,Mexico,New York,Elm St,26,Female,Lemon,5
37918,37919,Canada,New York,Oak St,3,Female,Elderberry,4
37919,37920,USA,Mexico City,Elm St,17,Male,Honeydew,7
37920,37921,Mexico,New York,Main St,15,Male,Date,2
37921,37922,USA,Toronto,Elm St,2,Female,Apple,7
37922,37923,USA,Toronto,Elm St,10,Female,Cherry,6
37923,37924,Canada,Toronto,Main St,9,Male,Fig,8
37924,37925,USA,Mexico City,Main St,7,Male,Elderberry,5
37925,37926,Mexico,Toronto,Elm St,13,Female,Lemon,6
37926,37927,USA,New York,Oak St,12,Female,Date,5
37927,37928,Canada,Mexico City,Oak St,11,Male,Grape,8
37928,37929,USA,Toronto,Oak St,7,Female,Banana,8
37929,37930,USA,Mexico City,Main St,19,Male,Honeydew,9
37930,37931,Canada,Toronto,Elm St,5,Male,Cherry,6
37931,37932,USA,New York,Main St,15,Female,Lemon,8
37932,37933,Canada,Mexico City,Main St,23,Female,Apple,5
37933,37934,USA,New York,Elm St,19,Male,Grape,9
37934,37935,Mexico,New York,Oak St,27,Female,Kiwi,5
37935,37936,Mexico,Mexico City,Elm St,12,Female,Elderberry,3
37936,37937,Mexico,Mexico City,Elm St,12,Male,Honeydew,3
37937,37938,Mexico,New York,Elm St,23,Female,Date,7
37938,37939,Canada,New York,Oak St,15,Female,Lemon,9
37939,37940,Canada,New York,Elm St,9,Male,Cherry,7
37940,37941,Canada,Mexico City,Oak St,21,Female,Apple,2
37941,37942,Mexico,Mexico City,Elm St,2,Male,Lemon,5
37942,37943,Canada,Mexico City,Oak St,10,Male,Honeydew,9
37943,37944,USA,Toronto,Main St,15,Female,Apple,5
37944,37945,Canada,Toronto,Oak St,22,Female,Banana,5
37945,37946,Mexico,New York,Oak St,27,Female,Date,2
37946,37947,USA,New York,Oak St,6,Female,Banana,6
37947,37948,USA,Mexico City,Elm St,17,Female,Honeydew,8
37948,37949,USA,Toronto,Elm St,30,Male,Date,8
37949,37950,USA,Toronto,Elm St,3,Male,Apple,9
37950,37951,Canada,New York,Oak St,6,Male,Date,4
37951,37952,Canada,Toronto,Elm St,22,Female,Fig,1
37952,37953,Mexico,Mexico City,Oak St,14,Male,Elderberry,5
37953,37954,USA,Toronto,Oak St,8,Female,Elderberry,7
37954,37955,USA,New York,Main St,21,Male,Elderberry,7
37955,37956,Canada,New York,Main St,25,Male,Grape,6
37956,37957,USA,Mexico City,Oak St,4,Male,Banana,4
37957,37958,Canada,New York,Main St,28,Female,Cherry,1
37958,37959,Canada,Toronto,Main St,30,Female,Apple,7
37959,37960,USA,New York,Elm St,28,Female,Honeydew,5
37960,37961,USA,Mexico City,Oak St,26,Male,Honeydew,2
37961,37962,Canada,Toronto,Elm St,19,Female,Elderberry,3
37962,37963,Canada,New York,Elm St,24,Male,Fig,8
37963,37964,Canada,Mexico City,Oak St,22,Female,Banana,5
37964,37965,USA,Toronto,Main St,30,Male,Lemon,5
37965,37966,USA,New York,Oak St,9,Male,Grape,5
37966,37967,USA,Mexico City,Elm St,23,Male,Kiwi,7
37967,37968,USA,Toronto,Oak St,8,Female,Date,4
37968,37969,Mexico,Mexico City,Oak St,27,Male,Fig,4
37969,37970,Mexico,Toronto,Main St,15,Male,Fig,6
37970,37971,USA,Mexico City,Oak St,2,Male,Fig,9
37971,37972,USA,Mexico City,Main St,22,Female,Honeydew,6
37972,37973,Canada,New York,Main St,20,Female,Honeydew,3
37973,37974,Mexico,Toronto,Elm St,8,Female,Lemon,5
37974,37975,Canada,Mexico City,Elm St,23,Male,Fig,8
37975,37976,USA,Toronto,Main St,23,Female,Banana,3
37976,37977,Mexico,New York,Oak St,28,Male,Grape,6
37977,37978,Canada,New York,Elm St,21,Female,Kiwi,9
37978,37979,Mexico,Toronto,Elm St,26,Male,Cherry,7
37979,37980,Mexico,Mexico City,Elm St,3,Female,Fig,7
37980,37981,Mexico,Mexico City,Elm St,15,Male,Cherry,9
37981,37982,Mexico,Mexico City,Elm St,16,Male,Lemon,7
37982,37983,Mexico,Mexico City,Elm St,5,Male,Cherry,9
37983,37984,Canada,Toronto,Main St,19,Female,Fig,7
37984,37985,USA,New York,Main St,8,Male,Honeydew,6
37985,37986,Canada,New York,Oak St,19,Female,Elderberry,7
37986,37987,Mexico,New York,Main St,27,Male,Fig,5
37987,37988,Canada,Mexico City,Oak St,8,Female,Elderberry,6
37988,37989,Canada,New York,Oak St,10,Female,Kiwi,6
37989,37990,USA,Mexico City,Main St,4,Female,Elderberry,6
37990,37991,Canada,New York,Oak St,6,Female,Cherry,1
37991,37992,Mexico,Toronto,Elm St,24,Male,Apple,9
37992,37993,USA,New York,Main St,27,Female,Cherry,9
37993,37994,Canada,New York,Elm St,5,Male,Kiwi,4
37994,37995,Canada,Toronto,Main St,5,Male,Elderberry,9
37995,37996,USA,Mexico City,Elm St,21,Female,Grape,8
37996,37997,Mexico,Toronto,Main St,8,Female,Cherry,8
37997,37998,USA,Mexico City,Oak St,13,Male,Grape,6
37998,37999,Mexico,Mexico City,Elm St,4,Male,Honeydew,3
37999,38000,Canada,Mexico City,Elm St,22,Male,Lemon,8
38000,38001,Mexico,Mexico City,Main St,18,Female,Kiwi,8
38001,38002,USA,Toronto,Elm St,5,Male,Banana,7
38002,38003,USA,New York,Main St,22,Female,Elderberry,5
38003,38004,Mexico,New York,Oak St,2,Female,Cherry,1
38004,38005,Mexico,Mexico City,Main St,10,Male,Cherry,3
38005,38006,Mexico,Toronto,Main St,24,Male,Date,1
38006,38007,Canada,Toronto,Elm St,12,Female,Honeydew,3
38007,38008,USA,Toronto,Oak St,7,Female,Honeydew,5
38008,38009,Mexico,Toronto,Main St,13,Male,Date,4
38009,38010,Canada,New York,Main St,23,Male,Elderberry,3
38010,38011,USA,Mexico City,Elm St,10,Female,Lemon,1
38011,38012,Mexico,Toronto,Elm St,29,Male,Apple,4
38012,38013,Mexico,New York,Elm St,10,Male,Apple,5
38013,38014,Mexico,Toronto,Elm St,20,Male,Date,6
38014,38015,Mexico,New York,Main St,9,Female,Honeydew,6
38015,38016,USA,Mexico City,Main St,14,Male,Kiwi,9
38016,38017,Mexico,Toronto,Elm St,15,Female,Cherry,8
38017,38018,Canada,Mexico City,Main St,7,Male,Cherry,8
38018,38019,Mexico,Mexico City,Main St,22,Female,Grape,7
38019,38020,USA,Mexico City,Oak St,18,Male,Apple,3
38020,38021,Canada,New York,Oak St,8,Male,Date,5
38021,38022,Canada,New York,Oak St,13,Male,Date,7
38022,38023,Mexico,New York,Oak St,5,Male,Honeydew,1
38023,38024,USA,Mexico City,Oak St,6,Female,Honeydew,2
38024,38025,Canada,New York,Main St,9,Female,Fig,5
38025,38026,Canada,Mexico City,Main St,24,Male,Fig,4
38026,38027,Mexico,Toronto,Elm St,6,Male,Elderberry,1
38027,38028,Mexico,New York,Oak St,4,Male,Grape,5
38028,38029,Canada,Toronto,Oak St,22,Female,Elderberry,9
38029,38030,Mexico,Toronto,Elm St,18,Female,Lemon,2
38030,38031,USA,Mexico City,Main St,6,Male,Cherry,1
38031,38032,USA,Toronto,Elm St,28,Female,Fig,2
38032,38033,Mexico,Mexico City,Main St,29,Female,Lemon,7
38033,38034,Canada,New York,Elm St,6,Male,Cherry,3
38034,38035,Canada,Mexico City,Main St,9,Female,Apple,5
38035,38036,Canada,Toronto,Oak St,9,Male,Date,6
38036,38037,Mexico,New York,Elm St,25,Female,Elderberry,4
38037,38038,USA,New York,Oak St,8,Male,Elderberry,6
38038,38039,Mexico,Mexico City,Main St,18,Male,Grape,9
38039,38040,Canada,Toronto,Oak St,19,Male,Lemon,1
38040,38041,Canada,Toronto,Main St,28,Female,Banana,4
38041,38042,Canada,New York,Main St,12,Female,Date,7
38042,38043,Canada,Mexico City,Main St,18,Male,Apple,8
38043,38044,USA,New York,Oak St,1,Male,Kiwi,3
38044,38045,USA,Mexico City,Main St,18,Male,Date,5
38045,38046,Mexico,New York,Oak St,21,Male,Apple,4
38046,38047,Canada,New York,Elm St,12,Male,Honeydew,6
38047,38048,USA,Toronto,Oak St,28,Male,Grape,3
38048,38049,Canada,Toronto,Elm St,25,Female,Cherry,1
38049,38050,Mexico,Toronto,Elm St,21,Male,Fig,5
38050,38051,Canada,Mexico City,Main St,5,Female,Date,5
38051,38052,USA,New York,Oak St,27,Female,Cherry,3
38052,38053,Canada,Toronto,Elm St,14,Male,Kiwi,5
38053,38054,USA,Toronto,Oak St,8,Male,Kiwi,7
38054,38055,USA,Mexico City,Oak St,12,Male,Apple,5
38055,38056,USA,Toronto,Main St,19,Male,Date,7
38056,38057,USA,New York,Oak St,22,Female,Date,2
38057,38058,Canada,Mexico City,Main St,17,Female,Banana,5
38058,38059,USA,New York,Oak St,11,Female,Cherry,1
38059,38060,USA,Toronto,Elm St,12,Female,Cherry,7
38060,38061,USA,New York,Elm St,30,Male,Elderberry,3
38061,38062,USA,Mexico City,Elm St,7,Male,Honeydew,3
38062,38063,USA,New York,Main St,28,Female,Grape,6
38063,38064,USA,New York,Main St,10,Female,Banana,9
38064,38065,Canada,New York,Elm St,10,Male,Fig,6
38065,38066,USA,Mexico City,Oak St,30,Female,Honeydew,4
38066,38067,Canada,Mexico City,Main St,6,Male,Fig,5
38067,38068,USA,Toronto,Main St,27,Female,Elderberry,9
38068,38069,Mexico,New York,Oak St,5,Male,Banana,8
38069,38070,USA,Mexico City,Oak St,1,Male,Apple,5
38070,38071,USA,New York,Main St,24,Male,Elderberry,7
38071,38072,Canada,New York,Main St,1,Male,Banana,1
38072,38073,Mexico,New York,Elm St,17,Male,Grape,9
38073,38074,Canada,Mexico City,Main St,10,Male,Kiwi,9
38074,38075,USA,New York,Oak St,8,Female,Fig,3
38075,38076,Mexico,Mexico City,Elm St,30,Female,Cherry,3
38076,38077,Canada,Toronto,Main St,22,Male,Banana,6
38077,38078,Mexico,New York,Elm St,20,Male,Apple,8
38078,38079,USA,Toronto,Elm St,26,Male,Banana,7
38079,38080,Mexico,Mexico City,Oak St,12,Male,Date,4
38080,38081,USA,Toronto,Elm St,22,Male,Date,6
38081,38082,Mexico,Toronto,Main St,21,Male,Honeydew,7
38082,38083,Mexico,Toronto,Elm St,24,Male,Date,2
38083,38084,Canada,Toronto,Elm St,27,Female,Grape,5
38084,38085,Mexico,Mexico City,Main St,8,Female,Fig,6
38085,38086,Canada,New York,Elm St,25,Female,Kiwi,4
38086,38087,Mexico,Mexico City,Oak St,9,Male,Lemon,4
38087,38088,USA,Toronto,Elm St,6,Female,Fig,2
38088,38089,USA,Mexico City,Oak St,22,Male,Elderberry,1
38089,38090,USA,New York,Elm St,24,Male,Apple,9
38090,38091,Mexico,Toronto,Main St,23,Female,Honeydew,1
38091,38092,Canada,Toronto,Oak St,28,Male,Banana,7
38092,38093,USA,Toronto,Main St,18,Male,Kiwi,3
38093,38094,Canada,Toronto,Elm St,30,Male,Elderberry,6
38094,38095,Canada,Toronto,Elm St,8,Female,Grape,4
